,NAM_C1,NAM_C2,P.value
EMD,3,3,1
EMILIN1,2,4,0.442513721697914
EMX2,4,2,0.685904867163524
ENPP6,1,5,0.11659497138545
EP300,0,6,0.0135582313382694
EPB41L4A,4,2,0.685904867163524
EPB41L4B,5,1,0.216365226055651
EPB41L5,1,5,0.11659497138545
EPHX1,2,4,0.442513721697914
EPS15L1,1,5,0.11659497138545
ERLIN2,1,5,0.11659497138545
ERN1,4,2,0.685904867163524
ERV3-1,2,4,0.442513721697914
ERVW-1,3,3,1
ESCO1,2,4,0.442513721697914
ESX1,3,3,1
ESYT1,3,3,1
ETNK1,4,2,0.685904867163524
ETV3L,3,3,1
EXD1,2,4,0.442513721697914
EXOC1,1,5,0.11659497138545
EXOC2,1,5,0.11659497138545
EXOG,4,2,0.685904867163524
EYA3,4,2,0.685904867163524
F7,2,4,0.442513721697914
FAM111B,4,2,0.685904867163524
FAM126A,3,3,1
FAM173B,3,3,1
FAM179A,4,2,0.685904867163524
FAM181A,3,3,1
FAM196A,5,1,0.216365226055651
FAM217B,1,5,0.11659497138545
FAM49A,3,3,1
FAM71D,1,5,0.11659497138545
FAM78B,2,4,0.442513721697914
FAM83H,2,4,0.442513721697914
FARP2,3,3,1
FASTKD1,3,3,1
FASTKD3,2,4,0.442513721697914
FBXL17,4,2,0.685904867163524
FBXL21,3,3,1
FBXO16,3,3,1
FBXO21,4,2,0.685904867163524
FBXO39,4,2,0.685904867163524
FBXO42,2,4,0.442513721697914
FBXW10,1,5,0.11659497138545
FERMT3,4,2,0.685904867163524
FEZ1,2,4,0.442513721697914
FGD3,2,4,0.442513721697914
FHOD1,3,3,1
FIBCD1,3,3,1
FIP1L1,4,2,0.685904867163524
FMNL1,4,2,0.685904867163524
FMNL3,1,5,0.11659497138545
FNIP1,2,4,0.442513721697914
FNIP2,1,5,0.11659497138545
FOXJ3,3,3,1
FPGT,3,3,1
FTHL17,0,6,0.0135582313382694
FURIN,3,3,1
FUT8,2,4,0.442513721697914
FZD2,3,3,1
GAB1,1,5,0.11659497138545
GAB2,2,4,0.442513721697914
GAB3,2,4,0.442513721697914
GAL3ST3,1,5,0.11659497138545
GALNT6,1,5,0.11659497138545
GAPDHS,3,3,1
GARS,2,4,0.442513721697914
GATA1,2,4,0.442513721697914
GATA4,4,2,0.685904867163524
GATM,3,3,1
GBA,4,2,0.685904867163524
GBA2,2,4,0.442513721697914
GBE1,2,4,0.442513721697914
GBP3,3,3,1
GBP7,1,5,0.11659497138545
GCK,0,6,0.0135582313382694
GCM2,3,3,1
GCNT4,1,5,0.11659497138545
GCSAML,1,5,0.11659497138545
GDF6,5,1,0.216365226055651
GDF9,1,5,0.11659497138545
GDI1,4,2,0.685904867163524
GDNF,1,5,0.11659497138545
GEMIN5,4,2,0.685904867163524
GGN,3,3,1
GH1,2,4,0.442513721697914
GIGYF1,1,5,0.11659497138545
GJB4,2,4,0.442513721697914
GJB5,4,2,0.685904867163524
GLIS3,4,2,0.685904867163524
GLMP,2,4,0.442513721697914
GLP1R,1,5,0.11659497138545
GLS,3,3,1
GLT1D1,2,4,0.442513721697914
GLTSCR1,5,1,0.216365226055651
GNAI1,3,3,1
GNL1,2,4,0.442513721697914
GNL2,3,3,1
GNPAT,1,5,0.11659497138545
GOT1L1,2,4,0.442513721697914
GOT2,4,2,0.685904867163524
GPATCH4,4,2,0.685904867163524
GPCPD1,3,3,1
GPHN,1,5,0.11659497138545
GPM6A,1,5,0.11659497138545
GPR119,4,2,0.685904867163524
GPR132,1,5,0.11659497138545
GPR137B,3,3,1
GPR6,6,0,0.0304603252364446
GPR78,4,2,0.685904867163524
GPRC5C,3,3,1
GRAMD1C,1,5,0.11659497138545
GRAMD4,3,3,1
GRB2,2,4,0.442513721697914
GREM2,3,3,1
GRHL1,4,2,0.685904867163524
GRN,2,4,0.442513721697914
GRSF1,3,3,1
GRXCR1,3,3,1
GSAP,2,4,0.442513721697914
GSE1,2,4,0.442513721697914
GSG2,2,4,0.442513721697914
GSPT2,1,5,0.11659497138545
GTF3C3,1,5,0.11659497138545
GTF3C4,3,3,1
GYPC,2,4,0.442513721697914
GYS2,3,3,1
GZMH,3,3,1
HAP1,3,3,1
HCFC2,4,2,0.685904867163524
HECTD3,2,4,0.442513721697914
HEXA,3,3,1
HEY2,2,4,0.442513721697914
HGSNAT,3,3,1
HIST1H2BC,4,2,0.685904867163524
HIST1H3B,2,4,0.442513721697914
HIST1H3D,4,2,0.685904867163524
HIST1H3I,4,2,0.685904867163524
HLTF,6,0,0.0304603252364446
HMGCS1,4,2,0.685904867163524
HNRNPCL1,2,4,0.442513721697914
HNRNPUL2,4,2,0.685904867163524
HOXA7,3,3,1
HOXA9,4,2,0.685904867163524
HOXD9,3,3,1
HS3ST1,3,3,1
HS6ST3,2,4,0.442513721697914
HSD3B1,3,3,1
HSP90AA1,4,2,0.685904867163524
HSPA12B,4,2,0.685904867163524
HSPA4,2,4,0.442513721697914
HTR2C,3,3,1
HUNK,1,5,0.11659497138545
HUS1B,1,5,0.11659497138545
IBSP,1,5,0.11659497138545
IDE,1,5,0.11659497138545
IDH1,3,3,1
IFNAR1,1,5,0.11659497138545
IFNAR2,2,4,0.442513721697914
IFNGR1,2,4,0.442513721697914
IFT140,1,5,0.11659497138545
IGDCC3,0,6,0.0135582313382694
IGHV1-45,2,4,0.442513721697914
IGHV5-51,2,4,0.442513721697914
IGKV3-7,2,4,0.442513721697914
IGKV6-21,1,5,0.11659497138545
IGSF5,3,3,1
IL17RE,3,3,1
IL22RA1,3,3,1
IL36G,3,3,1
IL3RA,2,4,0.442513721697914
ILF3,3,3,1
IMPDH1,2,4,0.442513721697914
INTS12,3,3,1
INTS3,2,4,0.442513721697914
IPO4,2,4,0.442513721697914
IPO7,4,2,0.685904867163524
IQCE,3,3,1
IREB2,3,3,1
IRX4,3,3,1
ISLR2,3,3,1
ITGB1BP2,3,3,1
ITPRIPL1,2,4,0.442513721697914
IZUMO1R,3,3,1
JADE2,3,3,1
JAKMIP3,4,2,0.685904867163524
JRK,2,4,0.442513721697914
KAL1,1,5,0.11659497138545
KAT2A,1,5,0.11659497138545
KAT2B,1,5,0.11659497138545
KBTBD6,1,5,0.11659497138545
KCNC4,2,4,0.442513721697914
KCNK16,4,2,0.685904867163524
KCNK17,3,3,1
KCNN3,4,2,0.685904867163524
KCNS3,1,5,0.11659497138545
KERA,3,3,1
KHDRBS3,3,3,1
KHSRP,1,5,0.11659497138545
KIAA0391,3,3,1
KIAA0408,3,3,1
KIAA0895,3,3,1
KIAA1045,4,2,0.685904867163524
KIAA1644,3,3,1
KIAA1683,2,4,0.442513721697914
KIF15,2,4,0.442513721697914
KIF18B,3,3,1
KIF1C,4,2,0.685904867163524
KIF24,3,3,1
KIF3C,4,2,0.685904867163524
KIRREL3,1,5,0.11659497138545
KITLG,3,3,1
KLF10,1,5,0.11659497138545
KLHDC10,1,5,0.11659497138545
KLHL26,2,4,0.442513721697914
KLHL36,2,4,0.442513721697914
KLHL9,1,5,0.11659497138545
KLK5,4,2,0.685904867163524
KLK7,3,3,1
KLKB1,5,1,0.216365226055651
KLRC1,0,6,0.0135582313382694
KNSTRN,2,4,0.442513721697914
KRT10,3,3,1
KRT16,3,3,1
KRT19,1,5,0.11659497138545
KRT77,3,3,1
KRTAP10-10,5,1,0.216365226055651
KRTAP10-7,3,3,1
KRTAP13-4,1,5,0.11659497138545
KRTAP19-7,2,4,0.442513721697914
KRTAP6-2,2,4,0.442513721697914
KTI12,3,3,1
L3MBTL4,4,2,0.685904867163524
LARP1B,3,3,1
LAS1L,1,5,0.11659497138545
LCA5,2,4,0.442513721697914
LCE1B,3,3,1
LCE3D,6,0,0.0304603252364446
LCK,1,5,0.11659497138545
LCMT2,1,5,0.11659497138545
LDHC,3,3,1
LEFTY2,2,4,0.442513721697914
LELP1,2,4,0.442513721697914
LENG8,2,4,0.442513721697914
LETM1,5,1,0.216365226055651
LGSN,2,4,0.442513721697914
LIMCH1,3,3,1
LIN9,3,3,1
LMAN1,4,2,0.685904867163524
LMNTD1,4,2,0.685904867163524
LONP1,4,2,0.685904867163524
LONP2,2,4,0.442513721697914
LOX,2,4,0.442513721697914
LPAR3,3,3,1
LPO,3,3,1
LRIF1,4,2,0.685904867163524
LRP10,3,3,1
LRP8,2,4,0.442513721697914
LRRC2,3,3,1
LRRC42,5,1,0.216365226055651
LRRFIP2,3,3,1
LTB4R,3,3,1
MAB21L1,1,5,0.11659497138545
MAGT1,0,6,0.0135582313382694
MAN1A2,5,1,0.216365226055651
MAN2C1,2,4,0.442513721697914
MAP3K14,2,4,0.442513721697914
MAPK10,4,2,0.685904867163524
MAPK4,2,4,0.442513721697914
MAPK7,3,3,1
MARCH10,5,1,0.216365226055651
MARK4,3,3,1
MCCC1,5,1,0.216365226055651
MED15,2,4,0.442513721697914
MEF2C,1,5,0.11659497138545
MFAP3L,2,4,0.442513721697914
MFSD2A,0,6,0.0135582313382694
MGAT1,2,4,0.442513721697914
MICALCL,2,4,0.442513721697914
MIS18BP1,0,6,0.0135582313382694
MKLN1,6,0,0.0304603252364446
MMAA,3,3,1
MMD2,2,4,0.442513721697914
MMEL1,0,6,0.0135582313382694
MMP12,2,4,0.442513721697914
MMP20,5,1,0.216365226055651
MMP3,3,3,1
MMP7,1,5,0.11659497138545
MOGAT1,2,4,0.442513721697914
MOGS,1,5,0.11659497138545
MORN1,3,3,1
MOXD1,3,3,1
MPHOSPH10,4,2,0.685904867163524
MRAP2,5,1,0.216365226055651
MRPS35,3,3,1
MRPS6,3,3,1
MS4A2,4,2,0.685904867163524
MSRB2,2,4,0.442513721697914
MTF1,4,2,0.685904867163524
MTG2,4,2,0.685904867163524
MTMR1,3,3,1
MTMR6,3,3,1
MTO1,5,1,0.216365226055651
MUC15,4,2,0.685904867163524
MYB,1,5,0.11659497138545
MYEOV,3,3,1
MYL10,4,2,0.685904867163524
MYLK4,1,5,0.11659497138545
MYO5C,2,4,0.442513721697914
NAPEPLD,2,4,0.442513721697914
NBEAL1,2,4,0.442513721697914
NBN,2,4,0.442513721697914
NBPF11,4,2,0.685904867163524
NCF2,3,3,1
NCF4,3,3,1
NCK2,3,3,1
NCL,2,4,0.442513721697914
NCOA4,2,4,0.442513721697914
NCOA7,5,1,0.216365226055651
NDC80,1,5,0.11659497138545
NDE1,3,3,1
NDUFS1,3,3,1
NEDD4L,5,1,0.216365226055651
NEIL3,3,3,1
NEU2,4,2,0.685904867163524
NEURL4,4,2,0.685904867163524
NEUROD4,1,5,0.11659497138545
NF2,2,4,0.442513721697914
NFKBID,4,2,0.685904867163524
NFXL1,2,4,0.442513721697914
NGF,4,2,0.685904867163524
NHSL2,3,3,1
NIM1K,3,3,1
NKAIN2,4,2,0.685904867163524
NKRF,2,4,0.442513721697914
NKX2-1,2,4,0.442513721697914
NKX6-1,5,1,0.216365226055651
NLGN2,6,0,0.0304603252364446
NLN,2,4,0.442513721697914
NLRC3,2,4,0.442513721697914
NMNAT2,0,6,0.0135582313382694
NMT1,3,3,1
NOD1,4,2,0.685904867163524
NOP14,2,4,0.442513721697914
NOX1,2,4,0.442513721697914
NPAT,3,3,1
NR2E1,1,5,0.11659497138545
NSF,2,4,0.442513721697914
NSMAF,4,2,0.685904867163524
NT5DC1,4,2,0.685904867163524
NTHL1,3,3,1
NUP107,4,2,0.685904867163524
NUP160,4,2,0.685904867163524
NUPL1,2,4,0.442513721697914
NXPE2,4,2,0.685904867163524
OAS1,4,2,0.685904867163524
OAS3,2,4,0.442513721697914
OASL,3,3,1
OIT3,0,6,0.0135582313382694
OLFML2A,4,2,0.685904867163524
OPA1,4,2,0.685904867163524
OPN1SW,4,2,0.685904867163524
OPTN,3,3,1
OR10H2,4,2,0.685904867163524
OR10H5,1,5,0.11659497138545
OR13C9,2,4,0.442513721697914
OR13D1,3,3,1
OR14J1,3,3,1
OR1J2,3,3,1
OR4F15,4,2,0.685904867163524
OR51A2,3,3,1
OR51B2,2,4,0.442513721697914
OR52N5,3,3,1
OR56A5,4,2,0.685904867163524
OR5AP2,1,5,0.11659497138545
OR6B2,2,4,0.442513721697914
OR6C68,3,3,1
OR6C76,4,2,0.685904867163524
OR7A17,3,3,1
OR7G3,5,1,0.216365226055651
ORC1,3,3,1
ORC4,3,3,1
OSBP,1,5,0.11659497138545
OSBPL11,2,4,0.442513721697914
OTOL1,4,2,0.685904867163524
OXSR1,2,4,0.442513721697914
PADI6,3,3,1
PALM,3,3,1
PAM,4,2,0.685904867163524
PAPLN,2,4,0.442513721697914
PAPOLA,2,4,0.442513721697914
PARP3,4,2,0.685904867163524
PAXIP1,1,5,0.11659497138545
PBX3,4,2,0.685904867163524
PCMTD1,2,4,0.442513721697914
PDCL3,3,3,1
PDE8B,3,3,1
PDE9A,4,2,0.685904867163524
PDGFD,2,4,0.442513721697914
PDK1,3,3,1
PDLIM5,3,3,1
PDPR,3,3,1
PDZD4,3,3,1
PFKFB1,2,4,0.442513721697914
PFKFB3,3,3,1
PGBD5,2,4,0.442513721697914
PGK1,3,3,1
PGM2L1,0,6,0.0135582313382694
PHF2,2,4,0.442513721697914
PHLDB3,3,3,1
PHLPP1,1,5,0.11659497138545
PHOX2B,2,4,0.442513721697914
PHTF2,3,3,1
PHYHIPL,4,2,0.685904867163524
PIAS2,2,4,0.442513721697914
PIAS3,2,4,0.442513721697914
PIGA,4,2,0.685904867163524
PIGQ,1,5,0.11659497138545
PIM2,1,5,0.11659497138545
PIP5K1B,4,2,0.685904867163524
PITPNC1,2,4,0.442513721697914
PITPNM2,4,2,0.685904867163524
PITX2,3,3,1
PLA2G3,4,2,0.685904867163524
PLAGL2,3,3,1
PLBD2,2,4,0.442513721697914
PLCD4,2,4,0.442513721697914
PLCG1,3,3,1
PLEK,3,3,1
PLEKHA5,4,2,0.685904867163524
PLEKHB2,4,2,0.685904867163524
PLEKHG1,3,3,1
PLEKHH1,2,4,0.442513721697914
PLEKHH3,5,1,0.216365226055651
PLEKHO1,1,5,0.11659497138545
PLIN4,3,3,1
PLK2,4,2,0.685904867163524
PLOD1,4,2,0.685904867163524
PLSCR5,2,4,0.442513721697914
PLTP,3,3,1
PMS2,3,3,1
PNPLA8,4,2,0.685904867163524
PODN,5,1,0.216365226055651
POLL,3,3,1
POU2F2,4,2,0.685904867163524
PPFIA1,2,4,0.442513721697914
PPFIBP2,3,3,1
PPM1E,1,5,0.11659497138545
PPM1H,1,5,0.11659497138545
PPP1CB,2,4,0.442513721697914
PPP1R10,2,4,0.442513721697914
PPP1R12A,2,4,0.442513721697914
PPP2R5D,4,2,0.685904867163524
PPP4R4,2,4,0.442513721697914
PRAMEF1,2,4,0.442513721697914
PRDM1,4,2,0.685904867163524
PRDM7,3,3,1
PRKAA1,2,4,0.442513721697914
PRKRIR,3,3,1
PRMT5,1,5,0.11659497138545
PRMT6,4,2,0.685904867163524
PROM1,0,6,0.0135582313382694
PRPF3,2,4,0.442513721697914
PRR23B,3,3,1
PRRG3,4,2,0.685904867163524
PSEN1,0,6,0.0135582313382694
PSMB11,2,4,0.442513721697914
PSMD3,4,2,0.685904867163524
PTCH2,3,3,1
PTEN,4,2,0.685904867163524
PTGFRN,3,3,1
PTGIR,2,4,0.442513721697914
PTH1R,4,2,0.685904867163524
PTPN11,3,3,1
PTPN20,4,2,0.685904867163524
PTPN22,1,5,0.11659497138545
PTPN6,3,3,1
PTX4,2,4,0.442513721697914
PUM1,3,3,1
PVRL3,2,4,0.442513721697914
PVRL4,5,1,0.216365226055651
PXYLP1,4,2,0.685904867163524
PYGO2,0,6,0.0135582313382694
PYROXD1,1,5,0.11659497138545
QARS,3,3,1
QRICH2,5,1,0.216365226055651
QTRT1,4,2,0.685904867163524
RAB11FIP2,4,2,0.685904867163524
RAB11FIP5,3,3,1
RAB3IL1,1,5,0.11659497138545
RABEPK,2,4,0.442513721697914
RABGGTB,4,2,0.685904867163524
RAD51AP1,1,5,0.11659497138545
RADIL,4,2,0.685904867163524
RAI1,1,5,0.11659497138545
RARA,4,2,0.685904867163524
RARS2,1,5,0.11659497138545
RASAL3,3,3,1
RASGRF1,5,1,0.216365226055651
RBM12,4,2,0.685904867163524
RBM25,1,5,0.11659497138545
RBM34,2,4,0.442513721697914
RBM47,3,3,1
RBMXL1,3,3,1
RCOR1,5,1,0.216365226055651
RECK,1,5,0.11659497138545
RECQL4,5,1,0.216365226055651
RECQL5,3,3,1
RERE,3,3,1
RERGL,3,3,1
REV1,5,1,0.216365226055651
RFC4,4,2,0.685904867163524
RFWD3,2,4,0.442513721697914
RFX5,1,5,0.11659497138545
RFX7,1,5,0.11659497138545
RGS20,4,2,0.685904867163524
RGS5,2,4,0.442513721697914
RHBDF1,3,3,1
RHOJ,2,4,0.442513721697914
RIC1,4,2,0.685904867163524
RIC3,2,4,0.442513721697914
RMND5A,3,3,1
RNASE10,3,3,1
RNASE12,4,2,0.685904867163524
RNASEL,4,2,0.685904867163524
RND3,4,2,0.685904867163524
RNF113A,5,1,0.216365226055651
RNF152,3,3,1
RNGTT,1,5,0.11659497138545
RORA,3,3,1
RPIA,2,4,0.442513721697914
RPS6KA2,3,3,1
RRAGC,2,4,0.442513721697914
RRP1B,0,6,0.0135582313382694
RSC1A1,4,2,0.685904867163524
RSPH14,3,3,1
RTN3,3,3,1
RUFY3,4,2,0.685904867163524
RUNDC1,3,3,1
RUNX2,0,6,0.0135582313382694
RUNX3,2,4,0.442513721697914
RUSC2,2,4,0.442513721697914
SAAL1,3,3,1
SAFB2,2,4,0.442513721697914
SASH3,2,4,0.442513721697914
SASS6,2,4,0.442513721697914
SATB1,2,4,0.442513721697914
SBK1,4,2,0.685904867163524
SCAF1,2,4,0.442513721697914
SCARA5,2,4,0.442513721697914
SCIN,3,3,1
SCLT1,3,3,1
SCNN1B,4,2,0.685904867163524
SCNN1D,4,2,0.685904867163524
SCP2D1,1,5,0.11659497138545
SCRN1,1,5,0.11659497138545
SDE2,1,5,0.11659497138545
SDPR,3,3,1
SEC14L3,4,2,0.685904867163524
SEC22A,4,2,0.685904867163524
SEC23A,2,4,0.442513721697914
SEL1L3,3,3,1
SELENBP1,4,2,0.685904867163524
SEMA3F,1,5,0.11659497138545
SEMA6C,2,4,0.442513721697914
SEMA7A,4,2,0.685904867163524
SENP6,1,5,0.11659497138545
SERINC5,3,3,1
SERPINB5,3,3,1
SERPINB9,3,3,1
SFPQ,3,3,1
SFTPB,4,2,0.685904867163524
SGK2,1,5,0.11659497138545
SH2B1,2,4,0.442513721697914
SH2D2A,2,4,0.442513721697914
SH3KBP1,2,4,0.442513721697914
SH3TC1,2,4,0.442513721697914
SHCBP1L,1,5,0.11659497138545
SIAH3,5,1,0.216365226055651
SIK2,4,2,0.685904867163524
SIM2,2,4,0.442513721697914
SKAP1,3,3,1
SKAP2,1,5,0.11659497138545
SKIV2L,1,5,0.11659497138545
SLA,2,4,0.442513721697914
SLAMF7,2,4,0.442513721697914
SLC10A6,4,2,0.685904867163524
SLC13A5,1,5,0.11659497138545
SLC16A7,1,5,0.11659497138545
SLC16A9,3,3,1
SLC17A2,3,3,1
SLC17A7,3,3,1
SLC20A2,3,3,1
SLC22A14,2,4,0.442513721697914
SLC22A8,4,2,0.685904867163524
SLC25A2,3,3,1
SLC25A47,2,4,0.442513721697914
SLC27A5,1,5,0.11659497138545
SLC28A1,4,2,0.685904867163524
SLC2A14,3,3,1
SLC2A3,2,4,0.442513721697914
SLC30A6,1,5,0.11659497138545
SLC36A4,1,5,0.11659497138545
SLC3A2,2,4,0.442513721697914
SLC43A2,4,2,0.685904867163524
SLC44A1,2,4,0.442513721697914
SLC44A3,2,4,0.442513721697914
SLC52A3,2,4,0.442513721697914
SLC5A9,2,4,0.442513721697914
SLC6A16,2,4,0.442513721697914
SLC6A3,2,4,0.442513721697914
SLC6A4,3,3,1
SLCO4C1,3,3,1
SLFN12,3,3,1
SLX4IP,3,3,1
SMAD1,1,5,0.11659497138545
SMARCA5,3,3,1
SMARCAL1,3,3,1
SMARCC1,2,4,0.442513721697914
SMC1B,4,2,0.685904867163524
SNIP1,1,5,0.11659497138545
SNX29,4,2,0.685904867163524
SNX9,3,3,1
SOCS5,3,3,1
SOX11,2,4,0.442513721697914
SOX9,4,2,0.685904867163524
SP3,3,3,1
SP4,5,1,0.216365226055651
SPACA3,0,6,0.0135582313382694
SPAG1,2,4,0.442513721697914
SPAG7,1,5,0.11659497138545
SPATA22,3,3,1
SPDYC,2,4,0.442513721697914
SPEM1,1,5,0.11659497138545
SPIDR,2,4,0.442513721697914
SPIRE1,5,1,0.216365226055651
SPIRE2,4,2,0.685904867163524
SPP2,4,2,0.685904867163524
SPRR1A,5,1,0.216365226055651
SPRR3,4,2,0.685904867163524
SPTLC3,1,5,0.11659497138545
SRL,2,4,0.442513721697914
SRP54,4,2,0.685904867163524
SRP72,4,2,0.685904867163524
SS18L1,2,4,0.442513721697914
ST6GALNAC1,4,2,0.685904867163524
ST8SIA1,4,2,0.685904867163524
ST8SIA4,4,2,0.685904867163524
STAM2,4,2,0.685904867163524
STAT2,4,2,0.685904867163524
STAT4,4,2,0.685904867163524
STAU2,3,3,1
STIP1,2,4,0.442513721697914
STRIP1,1,5,0.11659497138545
STS,3,3,1
STYXL1,3,3,1
SYNDIG1,3,3,1
SYT1,3,3,1
SYT7,3,3,1
TAAR8,5,1,0.216365226055651
TAB2,2,4,0.442513721697914
TACC1,2,4,0.442513721697914
TACC3,4,2,0.685904867163524
TAF2,3,3,1
TAL1,5,1,0.216365226055651
TANGO6,3,3,1
TBC1D1,4,2,0.685904867163524
TBC1D22A,0,6,0.0135582313382694
TBC1D25,3,3,1
TBC1D4,1,5,0.11659497138545
TBL1X,2,4,0.442513721697914
TBX2,1,5,0.11659497138545
TCF7L2,5,1,0.216365226055651
TCL1B,3,3,1
TCP11,4,2,0.685904867163524
TCTE1,3,3,1
TDRD10,4,2,0.685904867163524
TEKT1,2,4,0.442513721697914
TFCP2,4,2,0.685904867163524
TFEC,3,3,1
TGFB1I1,4,2,0.685904867163524
TGS1,2,4,0.442513721697914
THAP4,1,5,0.11659497138545
THEG,6,0,0.0304603252364446
THEMIS2,2,4,0.442513721697914
TICRR,1,5,0.11659497138545
TIGD4,3,3,1
TIGIT,1,5,0.11659497138545
TJP2,1,5,0.11659497138545
TLK1,1,5,0.11659497138545
TLR9,2,4,0.442513721697914
TMC4,0,6,0.0135582313382694
TMCO2,1,5,0.11659497138545
TMEFF2,3,3,1
TMEM117,5,1,0.216365226055651
TMEM174,2,4,0.442513721697914
TMEM175,2,4,0.442513721697914
TMEM176B,1,5,0.11659497138545
TMEM177,3,3,1
TMEM185A,4,2,0.685904867163524
TMEM255A,3,3,1
TMEM30A,1,5,0.11659497138545
TMPRSS3,4,2,0.685904867163524
TNFAIP3,3,3,1
TNFAIP6,3,3,1
TNFRSF11A,2,4,0.442513721697914
TOM1,2,4,0.442513721697914
TOP1,4,2,0.685904867163524
TOX,3,3,1
TPP1,3,3,1
TRAPPC11,3,3,1
TRBV2,2,4,0.442513721697914
TRBV24-1,3,3,1
TREX2,3,3,1
TRIL,2,4,0.442513721697914
TRIM10,2,4,0.442513721697914
TRIM27,3,3,1
TRIM28,3,3,1
TRIM39,3,3,1
TRIM55,2,4,0.442513721697914
TRIM67,1,5,0.11659497138545
TRMT2B,1,5,0.11659497138545
TROAP,2,4,0.442513721697914
TSC1,4,2,0.685904867163524
TSC22D4,3,3,1
TSNARE1,3,3,1
TSPAN11,2,4,0.442513721697914
TSSC1,3,3,1
TTC13,3,3,1
TTF2,2,4,0.442513721697914
TTLL2,2,4,0.442513721697914
TTYH1,2,4,0.442513721697914
TTYH3,2,4,0.442513721697914
TUBGCP2,2,4,0.442513721697914
TUBGCP5,2,4,0.442513721697914
TUSC3,0,6,0.0135582313382694
TXNDC16,4,2,0.685904867163524
TYK2,3,3,1
TYW1B,2,4,0.442513721697914
UBA2,3,3,1
UBA7,2,4,0.442513721697914
UBE2A,5,1,0.216365226055651
UBE2E3,2,4,0.442513721697914
UBE2Q2,3,3,1
UBE3C,1,5,0.11659497138545
UBR3,3,3,1
UBXN2A,4,2,0.685904867163524
UCHL5,0,6,0.0135582313382694
UFL1,3,3,1
UGT1A9,2,4,0.442513721697914
UHMK1,3,3,1
UHRF2,2,4,0.442513721697914
ULK1,5,1,0.216365226055651
ULK2,3,3,1
USH1G,3,3,1
USO1,3,3,1
USP1,1,5,0.11659497138545
USP14,3,3,1
USP36,3,3,1
USP49,4,2,0.685904867163524
USP6NL,4,2,0.685904867163524
UTP18,4,2,0.685904867163524
UTP6,5,1,0.216365226055651
VCX,1,5,0.11659497138545
VENTX,4,2,0.685904867163524
VEZT,3,3,1
VIPAS39,6,0,0.0304603252364446
VNN1,2,4,0.442513721697914
VPRBP,4,2,0.685904867163524
VSIG1,3,3,1
WAS,2,4,0.442513721697914
WASF1,3,3,1
WASL,2,4,0.442513721697914
WBP4,3,3,1
WBSCR28,5,1,0.216365226055651
WDFY1,2,4,0.442513721697914
WDHD1,4,2,0.685904867163524
WDR19,3,3,1
WDR33,3,3,1
WDR44,4,2,0.685904867163524
WDR6,2,4,0.442513721697914
WDR75,5,1,0.216365226055651
WDR88,1,5,0.11659497138545
WDR89,3,3,1
WWC2,2,4,0.442513721697914
WWP2,3,3,1
XCL1,3,3,1
XCR1,2,4,0.442513721697914
XPNPEP1,4,2,0.685904867163524
XPR1,3,3,1
XXYLT1,4,2,0.685904867163524
XYLB,2,4,0.442513721697914
YES1,1,5,0.11659497138545
ZBED2,2,4,0.442513721697914
ZBTB11,6,0,0.0304603252364446
ZC3H7A,0,6,0.0135582313382694
ZCCHC2,2,4,0.442513721697914
ZDHHC9,2,4,0.442513721697914
ZFP90,1,5,0.11659497138545
ZFYVE1,3,3,1
ZFYVE16,2,4,0.442513721697914
ZGPAT,2,4,0.442513721697914
ZMAT3,4,2,0.685904867163524
ZMPSTE24,3,3,1
ZMYM4,2,4,0.442513721697914
ZNF117,1,5,0.11659497138545
ZNF134,2,4,0.442513721697914
ZNF154,3,3,1
ZNF169,4,2,0.685904867163524
ZNF180,3,3,1
ZNF181,5,1,0.216365226055651
ZNF211,5,1,0.216365226055651
ZNF222,3,3,1
ZNF227,1,5,0.11659497138545
ZNF26,3,3,1
ZNF268,1,5,0.11659497138545
ZNF274,3,3,1
ZNF28,1,5,0.11659497138545
ZNF280B,1,5,0.11659497138545
ZNF281,4,2,0.685904867163524
ZNF283,2,4,0.442513721697914
ZNF337,2,4,0.442513721697914
ZNF345,4,2,0.685904867163524
ZNF398,5,1,0.216365226055651
ZNF416,4,2,0.685904867163524
ZNF460,3,3,1
ZNF461,4,2,0.685904867163524
ZNF467,4,2,0.685904867163524
ZNF480,5,1,0.216365226055651
ZNF546,4,2,0.685904867163524
ZNF551,2,4,0.442513721697914
ZNF558,4,2,0.685904867163524
ZNF559,3,3,1
ZNF559-ZNF177,3,3,1
ZNF571,2,4,0.442513721697914
ZNF582,3,3,1
ZNF608,2,4,0.442513721697914
ZNF613,3,3,1
ZNF628,2,4,0.442513721697914
ZNF639,3,3,1
ZNF652,3,3,1
ZNF681,1,5,0.11659497138545
ZNF682,0,6,0.0135582313382694
ZNF70,1,5,0.11659497138545
ZNF705A,2,4,0.442513721697914
ZNF714,1,5,0.11659497138545
ZNF718,2,4,0.442513721697914
ZNF721,2,4,0.442513721697914
ZNF76,1,5,0.11659497138545
ZNF8,1,5,0.11659497138545
ZNF812,3,3,1
ZNF836,2,4,0.442513721697914
ZNF84,3,3,1
ZNF844,3,3,1
ZNF852,3,3,1
ZNF860,2,4,0.442513721697914
ZNRF3,3,3,1
ZP3,5,1,0.216365226055651
ZSWIM8,3,3,1
ZW10,4,2,0.685904867163524
